window,value,percentile,total_count
0,4,0.0,810
0,7,50.0,810
0,15,90.0,190
0,15,99.0,190
0,15,99.9,190
0,15,99.99,190
0,15,99.999,190
0,15,100.0,190
1,2,0.0,165
1,7,50.0,611
1,15,90.0,224
1,15,99.0,224
1,15,99.9,224
1,15,99.99,224
1,15,99.999,224
1,15,100.0,224
2,1,0.0,408
2,127,50.0,276
2,255,90.0,248
2,255,99.0,248
2,255,99.9,248
2,255,99.99,248
2,255,99.999,248
2,255,100.0,248
3,0,0.0,236
3,1,50.0,341
3,127,90.0,423
3,127,99.0,423
3,127,99.9,423
3,127,99.99,423
3,127,99.999,423
3,127,100.0,423
4,0,0.0,472
4,1,50.0,207
4,127,90.0,274
4,255,99.0,47
4,255,99.9,47
4,255,99.99,47
4,255,99.999,47
4,255,100.0,47
5,1,0.0,341
5,3,50.0,438
5,127,90.0,216
5,127,99.0,216
5,255,99.9,5
5,255,99.99,5
5,255,99.999,5
5,255,100.0,5
6,1,0.0,357
6,3,50.0,247
6,255,90.0,121
6,255,99.0,121
6,255,99.9,121
6,255,99.99,121
6,255,99.999,121
6,255,100.0,121
7,2,0.0,337
7,7,50.0,620
7,7,90.0,620
7,127,99.0,20
7,127,99.9,20
7,127,99.99,20
7,127,99.999,20
7,127,100.0,20
8,2,0.0,37
8,7,50.0,494
8,31,90.0,194
8,31,99.0,194
8,31,99.9,194
8,31,99.99,194
8,31,99.999,194
8,31,100.0,194
9,2,0.0,17
9,7,50.0,615
9,31,90.0,368
9,31,99.0,368
9,31,99.9,368
9,31,99.99,368
9,31,99.999,368
9,31,100.0,368
10,2,0.0,41
10,31,50.0,275
10,63,90.0,268
10,63,99.0,268
10,63,99.9,268
10,63,99.99,268
10,63,99.999,268
10,63,100.0,268
11,2,0.0,110
11,7,50.0,445
11,63,90.0,445
11,63,99.0,445
11,63,99.9,445
11,63,99.99,445
11,63,99.999,445
11,63,100.0,445
12,4,0.0,634
12,7,50.0,634
12,63,90.0,275
12,127,99.0,70
12,127,99.9,70
12,127,99.99,70
12,127,99.999,70
12,127,100.0,70
13,4,0.0,480
13,63,50.0,275
13,127,90.0,245
13,127,99.0,245
13,127,99.9,245
13,127,99.99,245
13,127,99.999,245
13,127,100.0,245
14,0,0.0,368
14,1,50.0,204
14,255,90.0,145
14,255,99.0,145
14,255,99.9,145
14,255,99.99,145
14,255,99.999,145
14,255,100.0,145
15,2,0.0,329
15,7,50.0,444
15,15,90.0,227
15,15,99.0,227
15,15,99.9,227
15,15,99.99,227
15,15,99.999,227
15,15,100.0,227
16,4,0.0,507
16,7,50.0,507
16,255,90.0,218
16,255,99.0,218
16,255,99.9,218
16,255,99.99,218
16,255,99.999,218
16,255,100.0,218
17,4,0.0,607
17,7,50.0,607
17,255,90.0,118
17,255,99.0,118
17,255,99.9,118
17,255,99.99,118
17,255,99.999,118
17,255,100.0,118
18,4,0.0,708
18,7,50.0,708
18,127,90.0,275
18,255,99.0,17
18,255,99.9,17
18,255,99.99,17
18,255,99.999,17
18,255,100.0,17
19,4,0.0,533
19,7,50.0,533
19,255,90.0,192
19,255,99.0,192
19,255,99.9,192
19,255,99.99,192
19,255,99.999,192
19,255,100.0,192
20,2,0.0,46
20,7,50.0,587
20,127,90.0,275
20,255,99.0,92
20,255,99.9,92
20,255,99.99,92
20,255,99.999,92
20,255,100.0,92
21,4,0.0,458
21,15,50.0,276
21,31,90.0,266
21,31,99.0,266
21,31,99.9,266
21,31,99.99,266
21,31,99.999,266
21,31,100.0,266
22,4,0.0,559
22,7,50.0,559
22,63,90.0,166
22,63,99.0,166
22,63,99.9,166
22,63,99.99,166
22,63,99.999,166
22,63,100.0,166
23,2,0.0,190
23,7,50.0,468
23,63,90.0,276
23,255,99.0,66
23,255,99.9,66
23,255,99.99,66
23,255,99.999,66
23,255,100.0,66
24,4,0.0,484
24,63,50.0,274
24,255,90.0,242
24,255,99.0,242
24,255,99.9,242
24,255,99.99,242
24,255,99.999,242
24,255,100.0,242
25,4,0.0,537
25,7,50.0,537
25,127,90.0,141
25,127,99.0,141
25,127,99.9,141
25,127,99.99,141
25,127,99.999,141
25,127,100.0,141
26,2,0.0,33
26,15,50.0,351
26,31,90.0,217
26,127,99.0,43
26,127,99.9,43
26,127,99.99,43
26,127,99.999,43
26,127,100.0,43
27,1,0.0,232
27,3,50.0,275
27,255,90.0,218
27,255,99.0,218
27,255,99.9,218
27,255,99.99,218
27,255,99.999,218
27,255,100.0,218
28,2,0.0,243
28,7,50.0,364
28,255,90.0,119
28,255,99.0,119
28,255,99.9,119
28,255,99.99,119
28,255,99.999,119
28,255,100.0,119
29,1,0.0,35
29,3,50.0,673
29,127,90.0,275
29,255,99.0,17
29,255,99.9,17
29,255,99.99,17
29,255,99.999,17
29,255,100.0,17
30,64,0.0,40
30,511,50.0,130
30,1023,90.0,140
30,1023,99.0,140
30,1023,99.9,140
30,1023,99.99,140
30,1023,99.999,140
30,1023,100.0,140
31,512,0.0,50
31,2047,50.0,420
31,2047,90.0,420
31,2047,99.0,420
31,2047,99.9,420
31,2047,99.99,420
31,2047,99.999,420
31,2047,100.0,420
32,1024,0.0,330
32,2047,50.0,330
32,4095,90.0,130
32,4095,99.0,130
32,4095,99.9,130
32,4095,99.99,130
32,4095,99.999,130
32,4095,100.0,130
33,1024,0.0,50
33,4095,50.0,370
33,4095,90.0,370
33,4095,99.0,370
33,4095,99.9,370
33,4095,99.99,370
33,4095,99.999,370
33,4095,100.0,370
34,2048,0.0,484
34,4095,50.0,484
34,4095,90.0,484
34,4095,99.0,484
34,4095,99.9,484
34,4095,99.99,484
34,4095,99.999,484
34,4095,100.0,484
35,2048,0.0,426
35,4095,50.0,426
35,4095,90.0,426
35,4095,99.0,426
35,4095,99.9,426
35,4095,99.99,426
35,4095,99.999,426
35,4095,100.0,426
36,2048,0.0,165
36,8191,50.0,265
36,8191,90.0,265
36,8191,99.0,265
36,8191,99.9,265
36,8191,99.99,265
36,8191,99.999,265
36,8191,100.0,265
37,2048,0.0,100
37,8191,50.0,350
37,8191,90.0,350
37,8191,99.0,350
