average_rate,sentence_length,window_size,undershoot_window_size,window_limit,spacing_name,cutoff_type,current_rate,sentences_processed,end_time,emit_duration,work_duration,sleep_duration,padding_duration,transmission_diff,number_of_sleeps,remaining_time,between_loop_duration,number_of_transmitted_windows,spike
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534847115,10,10,0,990,990,0,990,0,0,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534848143,5,5,0,995,995,0,995,1000,1,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534849143,3,3,0,997,997,0,997,1028,2,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534850144,2,2,0,998,998,0,998,1000,3,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534851144,2,2,0,998,998,0,998,1001,4,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534852145,5,5,0,995,995,0,995,1000,5,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534853146,6,6,0,994,994,0,994,1001,6,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534854148,11,11,0,989,989,0,989,1002,7,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534855150,10,10,0,990,990,0,990,1002,8,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534856151,11,11,0,989,989,0,989,1001,9,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534857153,10,10,0,990,990,0,990,1001,10,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534858153,10,10,0,990,990,0,990,1002,11,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534859153,12,12,0,988,988,0,988,1000,12,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534860154,9,9,0,991,991,0,991,1000,13,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534861154,4,4,0,996,996,0,996,1001,14,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534862156,9,9,0,991,991,0,991,1000,15,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534863156,12,12,0,988,988,0,988,1002,16,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534864158,11,11,0,989,989,0,989,1001,17,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534865162,12,12,0,988,988,0,988,1001,18,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534866163,11,11,0,989,989,0,989,1004,19,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534867164,11,11,0,989,989,0,989,1001,20,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534868165,11,11,0,989,989,0,989,1001,21,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534869165,12,12,0,988,988,0,988,1001,22,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534870171,10,10,0,990,990,0,990,1001,23,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534871171,10,10,0,990,990,0,990,1005,24,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534872172,9,9,0,991,991,0,991,1000,25,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534873175,17,17,0,983,983,0,983,1001,26,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534874177,3,3,0,997,997,0,997,1003,27,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534875177,10,10,0,990,990,0,990,1002,28,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534876180,5,5,0,995,995,0,995,1001,29,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534877182,13,13,0,987,987,0,987,1002,30,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534878186,44,44,0,956,956,0,956,1002,31,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534879188,12,12,0,988,988,0,988,1004,32,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534880191,31,31,0,969,969,0,969,1002,33,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,936,1772534881645,1454,1454,0,0,-454,0,0,1003,34,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,276,1772534882648,636,636,0,364,364,0,364,1454,35,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,824,1772534884176,1528,1528,0,0,-528,0,0,1003,36,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,275,1772534885177,633,633,0,367,367,0,367,1528,37,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,827,1772534886640,1463,1463,0,0,-463,0,0,1001,38,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,275,1772534887642,605,605,0,395,395,0,395,1463,39,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,824,1772534889072,1430,1430,0,0,-430,0,0,1002,40,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,276,1772534890073,624,624,0,376,376,0,376,1430,41,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,825,1772534891504,1430,1430,0,0,-430,0,0,1002,42,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,275,1772534892505,591,591,0,409,409,0,409,1430,43,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,825,1772534893927,1422,1422,0,0,-422,0,0,1001,44,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,276,1772534894928,601,601,0,399,399,0,399,1422,45,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,824,1772534896381,1453,1453,0,0,-453,0,0,1001,46,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,275,1772534897381,610,610,0,390,390,0,390,1453,47,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,827,1772534898819,1438,1438,0,0,-438,0,0,1000,48,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,275,1772534899820,599,599,0,401,401,0,401,1438,49,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,825,1772534901255,1435,1435,0,0,-435,0,0,1001,50,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,276,1772534902256,612,612,0,388,388,0,388,1435,51,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,825,1772534903716,1460,1460,0,0,-460,0,0,1001,52,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,274,1772534904718,598,598,0,402,402,0,402,1461,53,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,825,1772534906102,1384,1384,0,0,-384,0,0,1001,54,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,550,1772534907297,1195,1195,0,0,-195,0,0,1384,55,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,548,1772534908540,1243,1243,0,0,-243,0,0,1195,56,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,550,1772534909736,1196,1196,0,0,-196,0,0,1243,57,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,551,1772534910980,1244,1244,0,0,-244,0,0,1196,58,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,549,1772534912167,1187,1187,0,0,-187,0,0,1244,59,0
