average_rate,sentence_length,window_size,undershoot_window_size,window_limit,spacing_name,cutoff_type,current_rate,sentences_processed,end_time,emit_duration,work_duration,sleep_duration,padding_duration,transmission_diff,number_of_sleeps,remaining_time,between_loop_duration,number_of_transmitted_windows,spike
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533081535,14,14,0,986,986,0,986,0,0,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533082535,3,3,0,997,997,0,997,1000,1,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533083536,4,4,0,996,996,0,996,1000,2,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533084536,2,2,0,998,998,0,998,1001,3,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533085536,2,2,0,998,998,0,998,1000,4,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533086536,4,4,0,996,996,0,996,1000,5,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533087536,8,8,0,992,992,0,992,1000,6,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533088537,8,8,0,992,992,0,992,1000,7,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533089542,15,15,0,985,985,0,985,1001,8,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533090543,3,3,0,997,997,0,997,1005,9,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533091544,11,11,0,989,989,0,989,1001,10,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533092547,11,11,0,989,989,0,989,1001,11,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533093549,10,10,0,990,990,0,990,1003,12,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533094549,12,12,0,988,988,0,988,1002,13,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533095550,4,4,0,996,996,0,996,1000,14,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533096550,10,10,0,990,990,0,990,1001,15,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533097551,8,8,0,992,992,0,992,1000,16,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533098555,8,8,0,992,992,0,992,1001,17,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533099557,10,10,0,990,990,0,990,1004,18,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533100557,13,13,0,987,987,0,987,1002,19,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533101557,9,9,0,991,991,0,991,1000,20,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533102559,13,13,0,987,987,0,987,1000,21,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533103559,13,13,0,987,987,0,987,1002,22,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772533104559,12,12,0,988,988,0,988,1000,23,0
