average_rate,sentence_length,window_size,undershoot_window_size,window_limit,spacing_name,cutoff_type,current_rate,sentences_processed,end_time,emit_duration,work_duration,sleep_duration,padding_duration,transmission_diff,number_of_sleeps,remaining_time,between_loop_duration,number_of_transmitted_windows,spike
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535765968,12,12,0,988,988,0,988,0,0,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535766968,574,74,500,426,426,500,926,1000,1,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535767969,579,79,500,421,421,500,921,1000,2,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535768969,570,70,500,430,430,500,930,1001,3,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535769969,571,71,500,429,429,500,929,1000,4,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535770971,568,68,500,432,432,500,932,1001,5,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535771973,679,179,500,321,321,500,821,1001,6,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535772973,697,197,500,303,303,500,803,1002,7,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535773974,702,202,500,298,298,500,798,1001,8,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535774975,689,189,500,311,311,500,811,1000,9,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535775980,709,209,500,291,291,500,791,1001,10,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535776982,742,242,500,258,258,500,758,1005,11,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535777984,778,278,500,222,222,500,722,1002,12,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535778984,809,309,500,191,191,500,691,1002,13,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535779988,817,317,500,183,183,500,683,1001,14,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535780989,801,301,500,199,199,500,699,1003,15,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535781994,787,287,500,213,213,500,713,1001,16,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535782996,788,288,500,212,212,500,712,1005,17,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535783996,773,273,500,227,227,500,727,1002,18,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535784998,821,321,500,179,179,500,679,1000,19,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535785999,803,303,500,197,197,500,697,1002,20,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535787001,824,324,500,176,176,500,676,1001,21,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535788002,795,295,500,205,205,500,705,1002,22,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535789003,789,289,500,211,211,500,711,1001,23,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535790005,761,261,500,239,239,500,739,1001,24,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535791005,814,314,500,186,186,500,686,1002,25,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535792005,799,299,500,201,201,500,701,1000,26,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535793006,804,304,500,196,196,500,696,1000,27,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535794007,800,300,500,200,200,500,700,1001,28,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535795014,786,286,500,214,214,500,714,1006,29,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535796016,812,312,500,188,188,500,688,1002,30,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535797017,805,305,500,195,195,500,695,1002,31,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535798017,802,302,500,198,198,500,698,1001,32,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535799020,797,297,500,203,203,500,703,1000,33,0
