average_rate,sentence_length,window_size,undershoot_window_size,window_limit,spacing_name,cutoff_type,current_rate,sentences_processed,end_time,emit_duration,work_duration,sleep_duration,padding_duration,transmission_diff,number_of_sleeps,remaining_time,between_loop_duration,number_of_transmitted_windows,spike
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532942329,11,11,0,989,989,0,989,0,0,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532943329,5,5,0,995,995,0,995,1000,1,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532944329,3,3,0,997,997,0,997,1000,2,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532945329,2,2,0,998,998,0,998,1000,3,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532946329,2,2,0,998,998,0,998,1000,4,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532947330,2,2,0,998,998,0,998,1000,5,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532948330,2,2,0,998,998,0,998,1001,6,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532949330,2,2,0,998,998,0,998,1000,7,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532950331,2,2,0,998,998,0,998,1000,8,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532951331,4,4,0,996,996,0,996,1001,9,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532952331,2,2,0,998,998,0,998,1000,10,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532953332,5,5,0,995,995,0,995,1001,11,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532954332,3,3,0,997,997,0,997,1000,12,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532955332,2,2,0,998,998,0,998,1000,13,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532956332,3,3,0,997,997,0,997,1000,14,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532957332,2,2,0,998,998,0,998,1000,15,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532958333,2,2,0,998,998,0,998,1000,16,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532959334,4,4,0,996,996,0,996,1001,17,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532960334,1,1,0,999,999,0,999,1001,18,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532961334,2,2,0,998,998,0,998,1000,19,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532962334,2,2,0,998,998,0,998,1000,20,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532963334,2,2,0,998,998,0,998,1000,21,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532964334,2,2,0,998,998,0,998,1000,22,0
1000,100,1000,1000.0,60,BASIC,NO_CUTOFF,1000,1000,1772532965334,2,2,0,998,998,0,998,1000,23,0
