average_rate,sentence_length,window_size,undershoot_window_size,window_limit,spacing_name,cutoff_type,current_rate,sentences_processed,end_time,emit_duration,work_duration,sleep_duration,padding_duration,transmission_diff,number_of_sleeps,remaining_time,between_loop_duration,number_of_transmitted_windows,spike
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535676380,995,662,333,5,5,333,338,1071,54,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535677527,1146,813,333,0,-146,333,187,1001,55,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535678668,1140,974,166,0,-140,166,26,1147,56,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535679670,958,933,25,42,42,25,67,1140,57,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535680870,1200,1134,66,0,-200,66,0,1002,58,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535682104,1234,1234,0,0,-234,0,0,1200,59,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535683105,942,942,0,58,58,0,58,1234,60,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535684285,1180,1125,55,0,-180,55,0,1001,61,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535685500,1215,1215,0,0,-215,0,0,1180,62,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535686500,906,906,0,94,94,0,94,1215,63,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535687662,1162,1072,90,0,-162,90,0,1000,64,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535688664,912,912,0,88,88,0,88,1162,65,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535689808,1144,1061,83,0,-144,83,0,1002,66,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535691021,1213,1213,0,0,-213,0,0,1144,67,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535692022,942,942,0,58,58,0,58,1213,68,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535693215,1193,1138,55,0,-193,55,0,1001,69,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535694435,1220,1220,0,0,-220,0,0,1193,70,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535695435,910,910,0,90,90,0,90,1220,71,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535696691,1256,1173,83,0,-256,83,0,1000,72,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535697692,944,944,0,56,56,0,56,1257,73,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535698876,1183,1128,55,0,-183,55,0,1001,74,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535700095,1219,1219,0,0,-219,0,0,1183,75,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535701096,909,909,0,91,91,0,91,1219,76,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535702251,1155,1065,90,0,-155,90,0,1001,77,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535703468,1217,1217,0,0,-217,0,0,1155,78,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535704469,929,929,0,71,71,0,71,1217,79,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535705629,1160,1094,66,0,-160,66,0,1001,80,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535706878,1249,1249,0,0,-249,0,0,1160,81,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535707878,931,931,0,69,69,0,69,1249,82,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535709034,1156,1090,66,0,-156,66,0,1000,83,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535710035,904,904,0,96,96,0,96,1156,84,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535711190,1155,1065,90,0,-155,90,0,1001,85,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535712192,11,11,0,989,989,0,989,1155,86,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535713193,707,207,500,293,293,500,793,1002,87,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535714195,695,195,500,305,305,500,805,1001,88,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535715195,675,175,500,325,325,500,825,1002,89,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535716195,699,199,500,301,301,500,801,1000,90,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535717196,695,195,500,305,305,500,805,1000,91,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535718197,680,180,500,320,320,500,820,1001,92,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535719198,711,211,500,289,289,500,789,1001,93,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535720203,731,231,500,269,269,500,769,1001,94,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535721203,713,213,500,287,287,500,787,1005,95,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535722208,706,206,500,294,294,500,794,1000,96,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535723211,690,190,500,310,310,500,810,1005,97,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535724212,703,203,500,297,297,500,797,1003,98,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535725213,685,185,500,315,315,500,815,1001,99,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535726218,696,196,500,304,304,500,804,1001,100,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535727220,696,196,500,304,304,500,804,1005,101,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535728221,723,223,500,277,277,500,777,1003,102,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535729222,669,169,500,331,331,500,831,1000,103,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535730223,703,203,500,297,297,500,797,1001,104,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535731223,680,180,500,320,320,500,820,1001,105,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535732224,683,183,500,317,317,500,817,1000,106,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535733225,693,193,500,307,307,500,807,1001,107,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535734226,683,183,500,317,317,500,817,1001,108,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535735229,698,198,500,302,302,500,802,1002,109,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535736230,690,190,500,310,310,500,810,1002,110,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535737231,702,202,500,298,298,500,798,1001,111,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535738231,679,179,500,321,321,500,821,1001,112,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535739232,675,175,500,325,325,500,825,1000,113,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535740232,674,174,500,326,326,500,826,1001,114,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535741234,700,200,500,300,300,500,800,1001,115,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535742234,694,194,500,306,306,500,806,1001,116,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535743234,683,183,500,317,317,500,817,1000,117,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535744239,678,178,500,322,322,500,822,1000,118,0
1000,100,1000,1000.0,60,SPACED,NO_CUTOFF,1000,1000,1772535745240,688,188,500,312,312,500,812,1005,119,0

