average_rate,sentence_length,window_size,undershoot_window_size,window_limit,spacing_name,cutoff_type,current_rate,sentences_processed,end_time,emit_duration,work_duration,sleep_duration,padding_duration,transmission_diff,number_of_sleeps,remaining_time,between_loop_duration,number_of_transmitted_windows,spike
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534565356,10,10,0,990,990,0,990,0,0,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534566357,4,4,0,996,996,0,996,1000,1,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534567357,3,3,0,997,997,0,997,1001,2,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534568357,6,6,0,994,994,0,994,1000,3,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534569357,3,3,0,997,997,0,997,1000,4,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534570357,2,2,0,998,998,0,998,1000,5,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534571357,3,3,0,997,997,0,997,1000,6,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534572357,4,4,0,996,996,0,996,1000,7,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534573357,3,3,0,997,997,0,997,1000,8,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534574357,2,2,0,998,998,0,998,1000,9,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534575357,5,5,0,995,995,0,995,1000,10,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534576357,2,2,0,998,998,0,998,1000,11,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534577357,2,2,0,998,998,0,998,1000,12,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534578357,2,2,0,998,998,0,998,1000,13,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534579357,2,2,0,998,998,0,998,1000,14,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534580357,2,2,0,998,998,0,998,1000,15,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534581357,2,2,0,998,998,0,998,1000,16,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534582357,2,2,0,998,998,0,998,1000,17,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534583357,8,8,0,992,992,0,992,1000,18,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534584357,2,2,0,998,998,0,998,1000,19,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534585357,2,2,0,998,998,0,998,1000,20,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534586357,2,2,0,998,998,0,998,1000,21,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534587357,3,3,0,997,997,0,997,1000,22,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534588357,2,2,0,998,998,0,998,1000,23,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534589362,2,2,0,998,998,0,998,1000,24,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534590362,51,51,0,949,949,0,949,1005,25,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534591362,2,2,0,998,998,0,998,1000,26,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534592362,1,1,0,999,999,0,999,1000,27,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534593363,4,4,0,996,996,0,996,1001,28,0
1000,100,1000,1000.0,60,BASIC,CUTOFF_CURRENT,1000,1000,1772534594364,2,2,0,998,998,0,998,1001,29,0
